company,requested_region,resolved_region,country,review_url,overall,recommend,ceo_approval,total_reviews,diversity_inclusion,work_life_balance,compensation_benefits,culture_values,career_opportunities,senior_management,header_text,scraped_at,company_input_source,region_source,validation_status
Trend Micro Inc.,"Chicago, IL",Chicago,United States,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Chicago-Reviews-EI_IE8983.0,15_IL.16,23_IC1128808.htm",2,0%,0%,3,3,2.2,1.6,2,1.6,1,Trend Micro Inc. Chicago reviews,2026-06-28T15:00:09.197780+00:00,seed,office-location,validated
Trend Micro Inc.,"Buenos Aires, C",Buenos Aires,Argentina,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Buenos-Aires-Reviews-EI_IE8983.0,15_IL.16,28_IC2242084.htm",5,100%,100%,1,5,5,5,5,5,5,Trend Micro Inc. Buenos Aires reviews,2026-06-28T15:00:18.080370+00:00,seed,office-location,validated
Trend Micro Inc.,Global,Global,Global,https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Reviews-E8983.htm,3.7,70%,74%,2087,4,4,3.3,4,3.6,3.3,Trend Micro Inc. reviews,2026-06-28T15:00:25.914531+00:00,seed,manual-seed,validated
Trend Micro Inc.,Taipei,Taipei,Taiwan,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Taipei-Reviews-EI_IE8983.0,15_IL.16,22_IC3271041.htm",3.7,88%,67%,345,3.9,4.2,3.4,4,4.1,3.1,Trend Micro Inc. Taipei reviews,2026-06-28T15:00:26.006900+00:00,seed,manual-seed,validated
Trend Micro Inc.,Hsinchu,Hsinchu,Taiwan,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Hsinchu-Reviews-EI_IE8983.0,15_IL.16,23_IC4915323.htm",5,99%,99%,2,5,5,5,5,5,5,Trend Micro Inc. Hsinchu reviews,2026-06-28T15:00:26.092612+00:00,seed,manual-seed,validated
Trend Micro Inc.,Shanghai,Shanghai,China,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Shanghai-Reviews-EI_IE8983.0,15_IL.16,24_IC2416009.htm",4,100%,100%,1,,5,3,5,3,3,Trend Micro Inc. Shanghai reviews,2026-06-28T15:00:26.185808+00:00,seed,manual-seed,validated
Trend Micro Inc.,Tokyo,Tokyo,Japan,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Tokyo-Reviews-EI_IE8983.0,15_IL.16,21_IC2851580.htm",4.4,99%,100%,18,4.3,4.6,4,4.1,4.5,3.8,Trend Micro Inc. Tokyo reviews,2026-06-28T15:00:26.278367+00:00,seed,manual-seed,validated
Trend Micro Inc.,Seoul,Seoul,South Korea,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Seoul-Reviews-EI_IE8983.0,15_IL.16,21_IC3021489.htm",3,100%,0%,1,4,4,3,4,4,1,Trend Micro Inc. Seoul reviews,2026-06-28T15:00:26.365564+00:00,seed,manual-seed,validated
Trend Micro Inc.,Austin,Austin,United States,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Austin-Reviews-EI_IE8983.0,15_IL.16,22_IC1139761.htm",4.3,72%,68%,36,4.2,4.7,3.2,4.2,3.7,3.1,Trend Micro Inc. Austin reviews,2026-06-28T15:00:26.465111+00:00,seed,manual-seed,validated
Trend Micro Inc.,London,London,United Kingdom,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-London-Reviews-EI_IE8983.0,15_IL.16,22_IC2671300.htm",3.6,85%,99%,28,3.2,4,3.7,3.6,3.3,2.9,Trend Micro Inc. London reviews,2026-06-28T15:00:26.559022+00:00,seed,manual-seed,validated
Trend Micro Inc.,Munich,Munich,Germany,"https://www.glassdoor.com/Reviews/Trend-Micro-Inc-Munich-Reviews-EI_IE8983.0,15_IL.16,22_IC4990924.htm",4,100%,100%,4,4.4,4,4,4,3.6,3.6,Trend Micro Inc. Munich reviews,2026-06-28T15:00:26.640886+00:00,seed,manual-seed,validated
Dell Technologies,"Ciudad de Mexico, MEX",Ciudad de Mexico,Mexico,"https://www.glassdoor.com/Reviews/Dell-Technologies-Ciudad-de-Mexico-Reviews-EI_IE1327.0,17_IL.18,34_IC5017436.htm",4,81%,90%,55,4.5,3.7,3.8,4.1,3.5,3.7,Dell Technologies Ciudad de Mexico reviews,2026-06-28T15:00:36.323115+00:00,seed,office-location,validated
Dell Technologies,"Fremont, CA",Fremont,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Fremont-Reviews-EI_IE1327.0,17_IL.18,25_IC1147355.htm",4.8,93%,,2,,3.5,2,,2,3,Dell Technologies Fremont reviews,2026-06-28T15:00:43.513566+00:00,seed,office-location,validated
Dell Technologies,"Markham, ON",Markham,Canada,"https://www.glassdoor.com/Reviews/Dell-Technologies-Markham-Reviews-EI_IE1327.0,17_IL.18,25_IC2280736.htm",3,100%,100%,3,,5,4,4,4,4,Dell Technologies Markham reviews,2026-06-28T15:00:51.566548+00:00,seed,office-location,validated
Dell Technologies,"Barcelona, CT",Barcelona,Spain,"https://www.glassdoor.com/Reviews/Dell-Technologies-Barcelona-Reviews-EI_IE1327.0,17_IL.18,27_IC2547194.htm",3,2%,74%,6,4.7,3,3.7,3.9,2.8,3,Dell Technologies Barcelona reviews,2026-06-28T15:00:59.499525+00:00,seed,office-location,validated
Dell Technologies,"Budapest, BU",Budapest,Hungary,"https://www.glassdoor.com/Reviews/Dell-Technologies-Budapest-Reviews-EI_IE1327.0,17_IL.18,26_IC3125126.htm",4.5,100%,100%,3,5,5,3.9,4.5,3.5,4,Dell Technologies Budapest reviews,2026-06-28T15:01:10.206434+00:00,seed,office-location,validated
Dell Technologies,"Milan, LOM",Milan,Italy,"https://www.glassdoor.com/Reviews/Dell-Technologies-Milan-Reviews-EI_IE1327.0,17_IL.18,23_IC2802090.htm",3.5,67%,72%,47,4.7,4,4.2,3.8,2.9,3.4,Dell Technologies Milan reviews,2026-06-28T15:01:19.383345+00:00,seed,office-location,validated
Dell Technologies,"Warsaw, MZ",Warsaw,Poland,"https://www.glassdoor.com/Reviews/Dell-Technologies-Warsaw-Reviews-EI_IE1327.0,17_IL.18,24_IC3094484.htm",3.8,60%,65%,45,4.5,4.4,4,3.9,3.6,3.6,Dell Technologies Warsaw reviews,2026-06-28T15:01:28.647099+00:00,seed,office-location,validated
Dell Technologies,"Bangkok, 10",Bangkok,Thailand,"https://www.glassdoor.com/Reviews/Dell-Technologies-Bangkok-Reviews-EI_IE1327.0,17_IL.18,25_IC3179725.htm",4.5,92%,100%,14,4.6,4.7,4.3,4.6,4.6,4.5,Dell Technologies Bangkok reviews,2026-06-28T15:01:37.495717+00:00,seed,office-location,validated
Dell Technologies,"Dubai, DU",Dubai,United Arab Emirates,"https://www.glassdoor.com/Reviews/Dell-Technologies-Dubai-Reviews-EI_IE1327.0,17_IL.18,23_IC2204498.htm",3.8,67%,65%,80,3.7,3.6,3.6,3.6,3.6,3.6,Dell Technologies Dubai reviews,2026-06-28T15:01:45.786038+00:00,seed,office-location,validated
Dell Technologies,"Jakarta, JK",Jakarta,Indonesia,"https://www.glassdoor.com/Reviews/Dell-Technologies-Jakarta-Reviews-EI_IE1327.0,17_IL.18,25_IC2709872.htm",4.5,100%,100%,13,4.7,4.7,4.7,4.7,4.5,4.7,Dell Technologies Jakarta reviews,2026-06-28T15:01:55.176466+00:00,seed,office-location,validated
Dell Technologies,"Kuala Lumpur, 14",Kuala Lumpur,Malaysia,"https://www.glassdoor.com/Reviews/Dell-Technologies-Kuala-Lumpur-Reviews-EI_IE1327.0,17_IL.18,30_IC2986682.htm",3.8,72%,77%,171,4,3.6,3.7,3.8,3.7,3.1,Dell Technologies Kuala Lumpur reviews,2026-06-28T15:02:04.027006+00:00,seed,office-location,validated
Dell Technologies,"Manila, D9",Manila,Philippines,"https://www.glassdoor.com/Reviews/Dell-Technologies-Manila-Reviews-EI_IE1327.0,17_IL.18,24_IC2363570.htm",4.2,49%,99%,37,4.1,4.4,2.2,4,3.3,3.7,Dell Technologies Manila reviews,2026-06-28T15:02:13.524657+00:00,seed,office-location,validated
Dell Technologies,"Mumbai, MH",Mumbai,India,"https://www.glassdoor.com/Reviews/Dell-Technologies-Mumbai-Reviews-EI_IE1327.0,17_IL.18,24_IC2851180.htm",3.9,32%,86%,97,4.2,3.9,3.2,3.8,3.4,3.3,Dell Technologies Mumbai reviews,2026-06-28T15:02:22.386396+00:00,seed,office-location,validated
Dell Technologies,"Seoul, 11",Seoul,South Korea,"https://www.glassdoor.com/Reviews/Dell-Technologies-Seoul-Reviews-EI_IE1327.0,17_IL.18,23_IC3021489.htm",3.9,69%,78%,43,3.6,3.9,3.2,3.1,3.5,2.9,Dell Technologies Seoul reviews,2026-06-28T15:02:31.131506+00:00,seed,office-location,validated
Dell Technologies,Singapore,Singapore,Singapore,"https://www.glassdoor.com/Reviews/Dell-Technologies-Singapore-Reviews-EI_IE1327.0,17_IL.18,27_IC3235921.htm",3.6,64%,69%,348,4.4,3.8,3.7,4,3.5,3.2,Dell Technologies Singapore reviews,2026-06-28T15:02:44.317909+00:00,seed,office-location,validated
Dell Technologies,"Taipei, TPQ",Taipei,Taiwan,"https://www.glassdoor.com/Reviews/Dell-Technologies-Taipei-Reviews-EI_IE1327.0,17_IL.18,24_IC3271041.htm",3.9,75%,92%,190,4,3.9,3.4,3.7,3.7,3.1,Dell Technologies Taipei reviews,2026-06-28T15:02:52.017661+00:00,seed,office-location,validated
Dell Technologies,"Tokyo, 40",Tokyo,Japan,"https://www.glassdoor.com/Reviews/Dell-Technologies-Tokyo-Reviews-EI_IE1327.0,17_IL.18,23_IC2851580.htm",3.2,56%,68%,58,3.5,3.2,3.1,3,3.1,3.1,Dell Technologies Tokyo reviews,2026-06-28T15:03:01.546433+00:00,seed,office-location,validated
Dell Technologies,"Santiago, RM",Santiago,Chile,"https://www.glassdoor.com/Reviews/Dell-Technologies-Santiago-Reviews-EI_IE1327.0,17_IL.18,26_IC2434030.htm",4.9,100%,100%,10,5,5,4.9,5,4.4,4.7,Dell Technologies Santiago reviews,2026-06-28T15:03:10.771560+00:00,seed,office-location,validated
Dell Technologies,"São Paulo, SP",São Paulo,Brazil,"https://www.glassdoor.com/Reviews/Dell-Technologies-S%C3%A3o-Paulo-Reviews-EI_IE1327.0,17_IL.18,27_IC2479061.htm",4,71%,96%,69,4.3,3.9,3.7,4.2,3.3,3.5,Dell Technologies São Paulo reviews,2026-06-28T15:03:20.504609+00:00,seed,office-location,validated
Dell Technologies,"Sydney, NSW",Sydney,Australia,"https://www.glassdoor.com/Reviews/Dell-Technologies-Sydney-Reviews-EI_IE1327.0,17_IL.18,24_IC2235932.htm",3.9,59%,67%,250,3.9,3.5,3.6,3.7,3.3,3.4,Dell Technologies Sydney reviews,2026-06-28T15:03:29.037154+00:00,seed,office-location,validated
Dell Technologies,"Austin, TX",Austin,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Austin-Reviews-EI_IE1327.0,17_IL.18,24_IC1139761.htm",3.5,56%,67%,2446,3.8,3.7,3.4,3.4,3.2,3.1,Dell Technologies Austin reviews,2026-06-28T15:03:39.518350+00:00,seed,office-location,validated
Dell Technologies,"Bellevue, WA",Bellevue,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Bellevue-Reviews-EI_IE1327.0,17_IL.18,26_IC1150442.htm",4,97%,0%,3,,4.9,3,4.9,1,2,Dell Technologies Bellevue reviews,2026-06-28T15:03:47.939491+00:00,seed,office-location,validated
Dell Technologies,"Durham, NC",Durham,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Durham-Reviews-EI_IE1327.0,17_IL.18,24_IC1138697.htm",3.9,85%,89%,40,4.2,4.2,4.1,3.9,4.2,3.4,Dell Technologies Durham reviews,2026-06-28T15:03:57.290689+00:00,seed,office-location,validated
Dell Technologies,"Redmond, WA",Redmond,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Redmond-Reviews-EI_IE1327.0,17_IL.18,25_IC1150499.htm",4,100%,100%,2,,5,3,4.9,4,4,Dell Technologies Redmond reviews,2026-06-28T15:04:06.031320+00:00,seed,office-location,validated
Dell Technologies,"Saint Louis, MO",Saint Louis,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Saint-Louis-Reviews-EI_IE1327.0,17_IL.18,29_IC1131270.htm",4,100%,100%,20,4.1,4.7,3.1,4.1,3.2,3.2,Dell Technologies Saint Louis reviews,2026-06-28T15:04:15.493033+00:00,seed,office-location,validated
Dell Technologies,"San Francisco, CA",San Francisco,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-San-Francisco-Reviews-EI_IE1327.0,17_IL.18,31_IC1147401.htm",3.6,89%,63%,71,3.8,4.3,3,3.4,3.7,3.2,Dell Technologies San Francisco reviews,2026-06-28T15:04:24.016103+00:00,seed,office-location,validated
Dell Technologies,"San Jose, CA",San Jose,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-San-Jose-Reviews-EI_IE1327.0,17_IL.18,26_IC1147436.htm",4.2,71%,84%,90,4.1,3,3.7,4,3.8,3.4,Dell Technologies San Jose reviews,2026-06-28T15:04:31.800988+00:00,seed,office-location,validated
Dell Technologies,"Santa Clara, CA",Santa Clara,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Santa-Clara-Reviews-EI_IE1327.0,17_IL.18,29_IC1147439.htm",4.2,76%,74%,173,3.8,4.2,3.6,3.8,3.7,3.3,Dell Technologies Santa Clara reviews,2026-06-28T15:04:41.239991+00:00,seed,office-location,validated
Dell Technologies,"Toronto, ON",Toronto,Canada,"https://www.glassdoor.com/Reviews/Dell-Technologies-Toronto-Reviews-EI_IE1327.0,17_IL.18,25_IC2281069.htm",3.4,59%,77%,259,4.2,3.5,3.5,3.6,3.4,3.1,Dell Technologies Toronto reviews,2026-06-28T15:04:49.934278+00:00,seed,office-location,validated
Dell Technologies,"Westford, MA",Westford,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Westford-Reviews-EI_IE1327.0,17_IL.18,26_IC1154720.htm",4,100%,100%,1,,4,4,4,3,4,Dell Technologies Westford reviews,2026-06-28T15:04:57.269615+00:00,seed,office-location,validated
Dell Technologies,"Moscow, 48",Moscow,Russia,"https://www.glassdoor.com/Reviews/Dell-Technologies-Moscow-Reviews-EI_IE1327.0,17_IL.18,24_IC3348306.htm",4.7,96%,100%,15,4.9,4.8,4.7,4.7,4.3,4.7,Dell Technologies Moscow reviews,2026-06-28T15:05:06.800714+00:00,seed,office-location,validated
Dell Technologies,"Munich, BY",Munich,Germany,"https://www.glassdoor.com/Reviews/Dell-Technologies-Munich-Reviews-EI_IE1327.0,17_IL.18,24_IC4990924.htm",3.3,45%,57%,10,3.9,4.2,3.5,2.9,3.1,2.3,Dell Technologies Munich reviews,2026-06-28T15:05:14.555249+00:00,seed,office-location,validated
Dell Technologies,"Reading, ENG",Reading,United Kingdom,"https://www.glassdoor.com/Reviews/Dell-Technologies-Reading-Reviews-EI_IE1327.0,17_IL.18,25_IC2675152.htm",4,100%,100%,1,4,4,4,4,4,4,Dell Technologies Reading reviews,2026-06-28T15:05:22.722224+00:00,seed,office-location,validated
Dell Technologies,"Zürich, ZH",Zürich,Switzerland,"https://www.glassdoor.com/Reviews/Dell-Technologies-Z%C3%BCrich-Reviews-EI_IE1327.0,17_IL.18,24_IC3297851.htm",4.7,93%,91%,23,4.7,4.7,4.2,4.5,3.1,3.9,Dell Technologies Zürich reviews,2026-06-28T15:05:30.384190+00:00,seed,office-location,validated
Dell Technologies,"Bengaluru, KA",Bengaluru,India,"https://www.glassdoor.com/Reviews/Dell-Technologies-Bengaluru-Reviews-EI_IE1327.0,17_IL.18,27_IC2940587.htm",4,71%,86%,5186,4.2,3.9,3.5,4,3.7,3.4,Dell Technologies Bengaluru reviews,2026-06-28T15:05:39.004979+00:00,seed,office-location,validated
Dell Technologies,"Pune, MH",Pune,India,"https://www.glassdoor.com/Reviews/Dell-Technologies-Pune-Reviews-EI_IE1327.0,17_IL.18,22_IC2856202.htm",3.5,48%,62%,172,3.6,3.7,3.4,3.4,3.2,2.6,Dell Technologies Pune reviews,2026-06-28T15:05:46.233402+00:00,seed,office-location,validated
Dell Technologies,"Shanghai, 23",Shanghai,China,"https://www.glassdoor.com/Reviews/Dell-Technologies-Shanghai-Reviews-EI_IE1327.0,17_IL.18,26_IC2416009.htm",3.8,53%,95%,135,4.5,4.5,4.1,4.3,3.6,3.9,Dell Technologies Shanghai reviews,2026-06-28T15:05:54.492309+00:00,seed,office-location,validated
Dell Technologies,"San Jose, MP",San Jose,Costa Rica,"https://www.glassdoor.com/Reviews/Dell-Technologies-San-Jose-Reviews-EI_IE1327.0,17_IL.18,26_IC1147436.htm",4.2,71%,84%,90,4.1,3,3.7,4,3.8,3.4,Dell Technologies San Jose reviews,2026-06-28T15:05:54.587226+00:00,seed,office-location,validated
Dell Technologies,"Frankfurt am Main, HE",Frankfurt am Main,Germany,"https://www.glassdoor.com/Reviews/Dell-Technologies-Frankfurt-am-Main-Reviews-EI_IE1327.0,17_IL.18,35_IC2632180.htm",3,9%,15%,14,2.5,3,3.5,2.4,2,2.4,Dell Technologies Frankfurt am Main reviews,2026-06-28T15:06:04.112130+00:00,seed,office-location,validated
Dell Technologies,"Boise, ID",Boise,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Boise-Reviews-EI_IE1327.0,17_IL.18,23_IC1127927.htm",4,,,2,,4,4,,2,3,Dell Technologies Boise reviews,2026-06-28T15:06:12.951281+00:00,seed,office-location,validated
Dell Technologies,"Fort Collins, CO",Fort Collins,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Fort-Collins-Reviews-EI_IE1327.0,17_IL.18,30_IC1148233.htm",5,100%,100%,2,,2.5,4.5,4.5,4.5,5,Dell Technologies Fort Collins reviews,2026-06-28T15:06:26.002139+00:00,seed,office-location,validated
Dell Technologies,"Guadalajara, JAL",Guadalajara,Mexico,"https://www.glassdoor.com/Reviews/Dell-Technologies-Guadalajara-Reviews-EI_IE1327.0,17_IL.18,29_IC3486357.htm",4.1,99%,99%,30,5,5,4,5,3.1,4,Dell Technologies Guadalajara reviews,2026-06-28T15:06:34.372455+00:00,seed,office-location,validated
Dell Technologies,"Houston, TX",Houston,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Houston-Reviews-EI_IE1327.0,17_IL.18,25_IC1140171.htm",4.2,72%,75%,85,4.6,4,3.9,4,3.8,3.6,Dell Technologies Houston reviews,2026-06-28T15:06:43.671040+00:00,seed,office-location,validated
Dell Technologies,"Palo Alto, CA",Palo Alto,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Palo-Alto-Reviews-EI_IE1327.0,17_IL.18,27_IC1147434.htm",3.8,99%,100%,7,3,3,3,3,3,3,Dell Technologies Palo Alto reviews,2026-06-28T15:06:51.411054+00:00,seed,office-location,validated
Dell Technologies,"Portland, OR",Portland,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Portland-Reviews-EI_IE1327.0,17_IL.18,26_IC1151614.htm",3.8,89%,7%,13,4.9,4.9,2.2,4.9,3.8,4.6,Dell Technologies Portland reviews,2026-06-28T15:06:58.865767+00:00,seed,office-location,validated
Dell Technologies,"San Diego, CA",San Diego,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-San-Diego-Reviews-EI_IE1327.0,17_IL.18,27_IC1147311.htm",4.1,99%,99%,22,4.6,5,4.6,4.7,4.7,4.7,Dell Technologies San Diego reviews,2026-06-28T15:07:08.170290+00:00,seed,office-location,validated
Dell Technologies,"Sunnyvale, CA",Sunnyvale,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Sunnyvale-Reviews-EI_IE1327.0,17_IL.18,27_IC1147442.htm",3.1,97%,99%,10,4,4,2.1,4,2,4,Dell Technologies Sunnyvale reviews,2026-06-28T15:07:16.109240+00:00,seed,office-location,validated
Dell Technologies,"Vancouver, WA",Vancouver,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Vancouver-Reviews-EI_IE1327.0,17_IL.18,27_IC1150413.htm",3,,,1,,,,,,,Dell Technologies Vancouver reviews,2026-06-28T15:07:24.167470+00:00,seed,office-location,validated
Dell Technologies,"Zapopan, JAL",Zapopan,Mexico,"https://www.glassdoor.com/Reviews/Dell-Technologies-Zapopan-Reviews-EI_IE1327.0,17_IL.18,25_IC3487018.htm",5,100%,100%,0,5,5,5,5,5,5,Dell Technologies Zapopan reviews,2026-06-28T15:07:32.207481+00:00,seed,office-location,validated
Dell Technologies,"Bucharest, B",Bucharest,Romania,"https://www.glassdoor.com/Reviews/Dell-Technologies-Bucharest-Reviews-EI_IE1327.0,17_IL.18,27_IC3184907.htm",3.7,62%,66%,143,4.5,4,3.5,3.7,3.3,3.7,Dell Technologies Bucharest reviews,2026-06-28T15:07:41.509531+00:00,seed,office-location,validated
Dell Technologies,"Cambridge, ENG",Cambridge,United Kingdom,"https://www.glassdoor.com/Reviews/Dell-Technologies-Cambridge-Reviews-EI_IE1327.0,17_IL.18,27_IC2662516.htm",5,100%,100%,1,,5,4,5,5,5,Dell Technologies Cambridge reviews,2026-06-28T15:07:50.422535+00:00,seed,office-location,validated
Dell Technologies,"Paris, A8",Paris,France,"https://www.glassdoor.com/Reviews/Dell-Technologies-Paris-Reviews-EI_IE1327.0,17_IL.18,23_IC2881970.htm",4.3,92%,83%,28,4.2,3.9,4.6,4.2,3.6,3.5,Dell Technologies Paris reviews,2026-06-28T15:07:58.667328+00:00,seed,office-location,validated
Dell Technologies,"Whitefield, KA",Whitefield,India,"https://www.glassdoor.com/Reviews/Dell-Technologies-Whitefield-Reviews-EI_IE1327.0,17_IL.18,28_IC2941717.htm",5,100%,100%,1,,4,3,5,4,4,Dell Technologies Whitefield reviews,2026-06-28T15:08:08.244708+00:00,seed,office-location,validated
Dell Technologies,"Lake Forest, CA",Lake Forest,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Lake-Forest-Reviews-EI_IE1327.0,17_IL.18,29_IC1146811.htm",3,0%,,1,,4,3,3,2,3,Dell Technologies Lake Forest reviews,2026-06-28T15:08:15.752701+00:00,seed,office-location,validated
Dell Technologies,"Wuhan, 12",Wuhan,China,"https://www.glassdoor.com/Reviews/Dell-Technologies-Wuhan-Reviews-EI_IE1327.0,17_IL.18,23_IC2478891.htm",4,100%,100%,1,,4,4,4,5,4,Dell Technologies Wuhan reviews,2026-06-28T15:08:28.466693+00:00,seed,office-location,validated
Dell Technologies,"Irving, TX",Irving,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Irving-Reviews-EI_IE1327.0,17_IL.18,24_IC1140006.htm",5,100%,100%,1,,5,3,5,3,5,Dell Technologies Irving reviews,2026-06-28T15:08:35.633232+00:00,seed,office-location,validated
Dell Technologies,"Jersey City, NJ",Jersey City,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Jersey-City-Reviews-EI_IE1327.0,17_IL.18,29_IC1126819.htm",3.9,85%,85%,5,4.4,4.7,4.7,4.6,4.8,4.6,Dell Technologies Jersey City reviews,2026-06-28T15:08:44.625427+00:00,seed,office-location,validated
Dell Technologies,"Kanata, ON",Kanata,Canada,"https://www.glassdoor.com/Reviews/Dell-Technologies-Kanata-Reviews-EI_IE1327.0,17_IL.18,24_IC2282818.htm",3.5,63%,0%,6,4,4,4.5,3,2.5,2.5,Dell Technologies Kanata reviews,2026-06-28T15:08:52.576033+00:00,seed,office-location,validated
Dell Technologies,"Cork, M",Cork,Ireland,"https://www.glassdoor.com/Reviews/Dell-Technologies-Cork-Reviews-EI_IE1327.0,17_IL.18,22_IC4325638.htm",3.6,66%,44%,391,4.2,3.7,3.9,3.6,3.1,3.3,Dell Technologies Cork reviews,2026-06-28T15:09:00.077160+00:00,seed,office-location,validated
Dell Technologies,"London, ENG",London,United Kingdom,"https://www.glassdoor.com/Reviews/Dell-Technologies-London-Reviews-EI_IE1327.0,17_IL.18,24_IC2671300.htm",4,75%,89%,357,4.1,3.8,3.8,3.9,3.6,3.7,Dell Technologies London reviews,2026-06-28T15:09:09.334241+00:00,seed,office-location,validated
Dell Technologies,"Aliso, CA",Aliso,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Aliso-Reviews-EI_IE1327.0,17_IL.18,23_IC3789361.htm",4,99%,100%,2,,5,5,4,4,3,Dell Technologies Aliso reviews,2026-06-28T15:09:17.970228+00:00,seed,office-location,validated
Dell Technologies,"Bedford, MA",Bedford,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Bedford-Reviews-EI_IE1327.0,17_IL.18,25_IC1154527.htm",5,100%,100%,2,4,5,4,4,4,2,Dell Technologies Bedford reviews,2026-06-28T15:09:25.536663+00:00,seed,office-location,validated
Dell Technologies,"Boston, MA",Boston,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Boston-Reviews-EI_IE1327.0,17_IL.18,24_IC1154532.htm",3.6,52%,49%,305,3.9,3.8,3.7,3.5,3.4,3.1,Dell Technologies Boston reviews,2026-06-28T15:09:35.353763+00:00,seed,office-location,validated
Dell Technologies,"Boydton, VA",Boydton,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Boydton-Reviews-EI_IE1327.0,17_IL.18,25_IC1129623.htm",1,0%,0%,1,,1,5,1,1,1,Dell Technologies Boydton reviews,2026-06-28T15:09:43.424154+00:00,seed,office-location,validated
Dell Technologies,"Cambridge, MA",Cambridge,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Cambridge-Reviews-EI_IE1327.0,17_IL.18,27_IC1154545.htm",3.2,99%,100%,5,,3.4,4.1,4.4,3.4,4.4,Dell Technologies Cambridge reviews,2026-06-28T15:09:52.056712+00:00,seed,office-location,validated
Dell Technologies,"Canada, KY",Canada,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Canada-Reviews-EI_IE1327.0,17_IL.18,24_IC1137126.htm",5,100%,100%,1,,5,5,5,5,5,Dell Technologies Canada reviews,2026-06-28T15:10:04.100884+00:00,seed,office-location,validated
Dell Technologies,"Canton, MA",Canton,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Canton-Reviews-EI_IE1327.0,17_IL.18,24_IC1154546.htm",1.7,0%,48%,3,,1.9,3,,2.4,1,Dell Technologies Canton reviews,2026-06-28T15:10:13.330132+00:00,seed,office-location,validated
Dell Technologies,"Cedar Park, TX",Cedar Park,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Cedar-Park-Reviews-EI_IE1327.0,17_IL.18,28_IC1139765.htm",4,100%,100%,7,,4.6,3.9,3.8,3.8,4.3,Dell Technologies Cedar Park reviews,2026-06-28T15:10:21.775196+00:00,seed,office-location,validated
Dell Technologies,"Framingham, MA",Framingham,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Framingham-Reviews-EI_IE1327.0,17_IL.18,28_IC1154571.htm",4,100%,,3,5,4,3,5,4,4,Dell Technologies Framingham reviews,2026-06-28T15:10:30.179841+00:00,seed,office-location,validated
Dell Technologies,"Franklin, MA",Franklin,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Franklin-Reviews-EI_IE1327.0,17_IL.18,26_IC1154572.htm",3.6,48%,71%,108,3.8,3.4,3.5,3,2.8,2.4,Dell Technologies Franklin reviews,2026-06-28T15:10:39.575220+00:00,seed,office-location,validated
Dell Technologies,"Fuquay-Varina, NC",Fuquay-Varina,United States,"https://www.glassdoor.com/Reviews/Dell-Technologies-Fuquay-Varina-Reviews-EI_IE1327.0,17_IL.18,31_IC3757296.htm",5,100%,100%,1,,5,5,5,4,5,Dell Technologies Fuquay-Varina reviews,2026-06-28T15:10:47.641751+00:00,seed,office-location,validated
